delta.rank	pval	level	nseqs	term	name	p.adj	goDivision
652	2.98954414398443e-5	2	173	GO:0071375;GO:1901653	cellular response to peptide hormone stimulus	2.48021440093523e-4	BP
-895	3.19375594919755e-5	2	90	GO:0003333	amino acid transmembrane transport	2.63985731594189e-4	BP
-627	3.21252338717765e-5	4	186	GO:1901605	alpha-amino acid metabolic process	2.6418307208968e-4	BP
657	3.21973119109298e-5	4	169	GO:0043405	regulation of MAP kinase activity	2.6418307208968e-4	BP
-1074	3.29103671830674e-5	3	62	GO:0006805	xenobiotic metabolic process	2.69048257263033e-4	BP
716	3.34265247438317e-5	6	141	GO:0032872;GO:0070302	regulation of stress-activated MAPK cascade	2.72274237913393e-4	BP
1100	3.36902106657211e-5	2	59	GO:0071453	cellular response to oxygen levels	2.73427796707302e-4	BP
-907	3.39655879761349e-5	4	87	GO:0044839	cell cycle G2/M phase transition	2.74667570637336e-4	BP
411	3.44589077603369e-5	4	446	GO:0016071	mRNA metabolic process	2.77654508572499e-4	BP
-557	3.51024937203834e-5	3	235	GO:0098763	mitotic cell cycle phase	2.81826472880498e-4	BP
1298	3.54239303851192e-5	5	42	GO:0002698	negative regulation of immune effector process	2.83391443080954e-4	BP
428	3.58122951607015e-5	2	407	GO:0032269	negative regulation of cellular protein metabolic process	2.85478794163599e-4	BP
-1161	3.90503619242455e-5	5	52	GO:0006855	drug transmembrane transport	3.10187272022376e-4	BP
574	3.9193664611636e-5	2	218	GO:1900542	regulation of purine nucleotide metabolic process	3.10225472544398e-4	BP
711	4.03967349432791e-5	3	140	GO:0006402	mRNA catabolic process	3.18622134763891e-4	BP
-811	4.07049373330069e-5	4	107	GO:0006865	amino acid transport	3.19926525003282e-4	BP
569	4.25947489306139e-5	2	220	GO:0006140	regulation of nucleotide metabolic process	3.33609222393619e-4	BP
-677	4.41153303486743e-5	2	153	GO:0006575	cellular modified amino acid metabolic process	3.44314773453068e-4	BP
1281	4.46543293214905e-5	2	42	GO:0007160	cell-matrix adhesion	3.46662858165897e-4	BP
719	4.47256991115822e-5	3	135	GO:0043406	positive regulation of MAP kinase activity	3.46662858165897e-4	BP
-907	4.6574506007598e-5	2	84	GO:0000086	G2/M transition of mitotic cell cycle	3.59747908472481e-4	BP
-815	4.73869118510073e-5	2	104	GO:0007088	regulation of mitotic nuclear division	3.64765232117719e-4	BP
1261	4.8385533294384e-5	2	43	GO:0050688	regulation of defense response to virus	3.71176693765138e-4	BP
643	4.94226393648411e-5	7	168	GO:0071902	positive regulation of protein serine/threonine kinase activity	3.77838608113461e-4	BP
619	5.01604026196218e-5	3	181	GO:0051650	establishment of vesicle localization	3.82174496149499e-4	BP
532	5.04798839091912e-5	4	248	GO:0071417	cellular response to organonitrogen compound	3.83304881208774e-4	BP
1243	5.09447495512916e-5	2	44	GO:0042035	regulation of cytokine biosynthetic process	3.85527834442207e-4	BP
-1390	5.22500726609041e-5	2	35	GO:0045839	negative regulation of mitotic nuclear division	3.94074622088974e-4	BP
1153	5.26148811839697e-5	2	51	GO:0001816	cytokine production	3.95494408899638e-4	BP
999	5.34295505124095e-5	3	68	GO:0006892	post-Golgi vesicle-mediated transport	4.00274893470894e-4	BP
839	5.71073319952214e-5	2	96	GO:0007254	JNK cascade	4.26020165998087e-4	BP
1025	5.72464598059929e-5	-1	64	GO:0051437	obsolete positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition	4.26020165998087e-4	BP
-378	5.91385293515851e-5	2	501	GO:0006974	cellular response to DNA damage stimulus	4.37311902726739e-4	BP
-1400	5.91542439849116e-5	2	34	GO:0051289	protein homotetramerization	4.37311902726739e-4	BP
910	5.98028525249056e-5	2	81	GO:0009746	response to hexose	4.40652597551936e-4	BP
560	6.06806612285048e-5	2	218	GO:0045321	leukocyte activation	4.44347323090784e-4	BP
1063	6.07010182436518e-5	3	59	GO:0001818	negative regulation of cytokine production	4.44347323090784e-4	BP
386	6.12633763061617e-5	3	476	GO:0060284	regulation of cell development	4.47003136566131e-4	BP
969	6.18220316331703e-5	2	71	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	4.49614775513966e-4	BP
521	6.20638198682031e-5	4	252	GO:0080135	regulation of cellular response to stress	4.49912480597977e-4	BP
662	6.23062322322549e-5	5	154	GO:0043087	regulation of GTPase activity	4.50212774839519e-4	BP
605	7.10664945100665e-5	2	182	GO:0051348	negative regulation of transferase activity	5.11861568175399e-4	BP
1365	7.13784093715254e-5	2	35	GO:0030951	establishment or maintenance of microtubule cytoskeleton polarity	5.12460374975054e-4	BP
-1017	7.49980970115393e-5	2	63	GO:0006289	nucleotide-excision repair	5.36727595226351e-4	BP
1128	7.58026948411734e-5	3	51	GO:0010771	negative regulation of cell morphogenesis involved in differentiation	5.40758077847861e-4	BP
905	7.97041930020526e-5	4	79	GO:0051224;GO:1904950	negative regulation of establishment of protein localization	5.66785372459041e-4	BP
645	8.06322512458185e-5	5	157	GO:0000165	MAPK cascade	5.71446128469828e-4	BP
637	8.08698315736319e-5	3	161	GO:0022407	regulation of cell-cell adhesion	5.71446128469828e-4	BP
484	8.17830835665021e-5	2	284	GO:0045664	regulation of neuron differentiation	5.76082098078505e-4	BP
594	8.2316306062653e-5	3	186	GO:0051648	vesicle localization	5.78020456364711e-4	BP
634	8.33925526824998e-5	2	162	GO:0046578	regulation of Ras protein signal transduction	5.83747868777499e-4	BP
676	8.47727897266414e-5	2	142	GO:0050708	regulation of protein secretion	5.91560900273136e-4	BP
-1140	8.82691594782583e-5	6	49	GO:0030261	chromosome condensation	6.14046326805275e-4	BP
1066	8.92682033116705e-5	-1	56	GO:0051436	obsolete negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	6.19073608105703e-4	BP
-1084	9.09275686029161e-5	2	54	GO:0006767	water-soluble vitamin metabolic process	6.28635042193e-4	BP
788	9.1443101798895e-5	2	103	GO:0043901	negative regulation of multi-organism process	6.30253993936999e-4	BP
523	9.1838513637038e-5	4	238	GO:0043434	response to peptide hormone	6.31037639714617e-4	BP
-1402	9.54995837823631e-5	7	32	GO:0071174	mitotic spindle checkpoint	6.54186751292029e-4	BP
429	9.75101199733242e-5	4	358	GO:0007411	axon guidance	6.65922770549531e-4	BP
596	9.85699426237945e-5	2	180	GO:0030811	regulation of nucleotide catabolic process	6.71114502970516e-4	BP
807	9.92896711709214e-5	3	97	GO:0032874;GO:0070304	positive regulation of stress-activated protein kinase signaling cascade	6.73620699704115e-4	BP
665	9.95394873223492e-5	3	144	GO:0016050	vesicle organization	6.73620699704115e-4	BP
1067	1.01524264664693e-4	3	55	GO:0036294;GO:0071456	cellular response to hypoxia	6.84982990508772e-4	BP
1118	1.02465200068726e-4	2	50	GO:0035872	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	6.88463949070367e-4	BP
439	1.02654892406028e-4	4	339	GO:0043086	negative regulation of catalytic activity	6.88463949070367e-4	BP
1280	1.04720955546938e-4	3	38	GO:0038061	NIK/NF-kappaB signaling	7.00223702761615e-4	BP
462	1.07110369924411e-4	4	302	GO:0070201	regulation of establishment of protein localization	7.14069132829407e-4	BP
815	1.09051498768843e-4	3	94	GO:0046330	positive regulation of JNK cascade	7.24852692113378e-4	BP
818	1.11747724612627e-4	2	93	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	7.40576636486049e-4	BP
657	1.13293078727765e-4	2	145	GO:0002791	regulation of peptide secretion	7.48603234071368e-4	BP
1040	1.15733834671153e-4	3	57	GO:0032069	regulation of nuclease activity	7.62481734304067e-4	BP
421	1.20674800630011e-4	2	362	GO:0097485	neuron projection guidance	7.92702502672213e-4	BP
-1207	1.2127393902502e-4	2	42	GO:0072088	nephron epithelium morphogenesis	7.92794482138873e-4	BP
917	1.21396655077515e-4	2	73	GO:0007391	dorsal closure	7.92794482138873e-4	BP
-1301	1.2329869472605e-4	2	36	GO:0006027	glycosaminoglycan catabolic process	8.02875221471954e-4	BP
630	1.26552639031136e-4	-1	156	GO:0033124	obsolete regulation of GTP catabolic process	8.21675105593463e-4	BP
1356	1.27016291740167e-4	5	33	GO:0071347	cellular response to interleukin-1	8.22302004329405e-4	BP
435	1.286849571875e-4	2	334	GO:0001775	cell activation	8.30704046397695e-4	BP
353	1.29894665657665e-4	2	523	GO:0006468	protein phosphorylation	8.34537521325465e-4	BP
-1231	1.30023926313655e-4	4	40	GO:0051784	negative regulation of nuclear division	8.34537521325465e-4	BP
1351	1.35301663351827e-4	2	33	GO:0071326;GO:0071331;GO:0071333	cellular response to monosaccharide stimulus	8.64433489871971e-4	BP
448	1.35453640600474e-4	2	313	GO:0043604	amide biosynthetic process	8.64433489871971e-4	BP
704	1.36501273451447e-4	2	123	GO:0030522	intracellular receptor signaling pathway	8.68644467418299e-4	BP
1057	1.37409176955335e-4	2	54	GO:0002768	immune response-regulating cell surface receptor signaling pathway	8.71944918923372e-4	BP
963	1.3848939722333e-4	2	65	GO:0031345	negative regulation of cell projection organization	8.76317089774743e-4	BP
441	1.39022089953179e-4	3	322	GO:0051345	positive regulation of hydrolase activity	8.7720980702851e-4	BP
873	1.43283587515861e-4	2	79	GO:0009749	response to glucose	9.01559651785193e-4	BP
-1288	1.45218190721885e-4	4	36	GO:0060675;GO:0072171	ureteric bud morphogenesis	9.08841125115415e-4	BP
-792	1.4525228696041e-4	3	96	GO:0045132	meiotic chromosome segregation	9.08841125115415e-4	BP
471	1.50118922506747e-4	2	278	GO:0051223	regulation of protein transport	9.34839688216915e-4	BP
487	1.50242092749147e-4	3	259	GO:0031400	negative regulation of protein modification process	9.34839688216915e-4	BP
328	1.56866885226194e-4	2	597	GO:0009057	macromolecule catabolic process	9.73356850156993e-4	BP
872	1.60220953394598e-4	2	78	GO:0042770	signal transduction in response to DNA damage	9.91422474043921e-4	BP
-1145	1.61135724096087e-4	4	45	GO:0030071;GO:1902099	regulation of mitotic metaphase/anaphase transition	9.94336148692107e-4	BP
536	1.64360033876275e-4	3	210	GO:0045926	negative regulation of growth	0.00101144636231554	BP
389	1.6671632709163e-4	2	410	GO:1901701	cellular response to oxygen-containing compound	0.00102313581557603	BP
502	1.71331330250329e-4	2	239	GO:0007163	establishment or maintenance of cell polarity	0.00104858519060311	BP
1393	1.73648251545108e-4	3	30	GO:0006891	intra-Golgi vesicle-mediated transport	0.00105986943722355	BP
1081	1.74150647826376e-4	5	50	GO:0070555	response to interleukin-1	0.00106004742155185	BP
1003	1.75855698434729e-4	4	58	GO:0051352;GO:0051444	negative regulation of ubiquitin-protein transferase activity	0.00106752510702925	BP
741	1.77849531223461e-4	4	107	GO:0032956	regulation of actin cytoskeleton organization	0.00107671067551501	BP
-644	1.79138692993507e-4	5	142	GO:0090305	nucleic acid phosphodiester bond hydrolysis	0.00108159210864004	BP
1365	1.84246239675445e-4	8	31	GO:0034146;GO:0035681	toll-like receptor 15 signaling pathway	0.00110943972277687	BP
1264	1.92679259614098e-4	6	36	GO:0007250;GO:1901224;GO:1901222	activation of NF-kappaB-inducing kinase activity	0.00115710869044391	BP
422	2.04519974880562e-4	2	334	GO:0043900	regulation of multi-organism process	0.00122223080046702	BP
1276	2.04614531328184e-4	5	35	GO:0045670	regulation of osteoclast differentiation	0.00122223080046702	BP
1293	2.0891077974364e-4	2	34	GO:0045727	positive regulation of translation	0.00124457485804722	BP
445	2.13165697496199e-4	2	297	GO:0090066	regulation of anatomical structure size	0.00126655480740447	BP
814	2.15447590012156e-4	2	86	GO:0034284	response to monosaccharide	0.00127672645933129	BP
-1174	2.20570693924543e-4	2	41	GO:0072078	nephron tubule morphogenesis	0.00130322836553233	BP
580	2.21173625521222e-4	3	171	GO:0009118;GO:0033121	regulation of purine nucleotide catabolic process	0.00130322836553233	BP
701	2.2166518181599e-4	3	116	GO:0032970	regulation of actin filament-based process	0.00130322836553233	BP
454	2.33540404595633e-4	2	282	GO:0090087	regulation of peptide transport	0.00136945158715764	BP
1245	2.38114823695586e-4	2	36	GO:0001678	cellular glucose homeostasis	0.0013904248621593	BP
1154	2.38358547798738e-4	8	42	GO:0070423	nucleotide-binding oligomerization domain containing signaling pathway	0.0013904248621593	BP
429	2.45089744859268e-4	4	315	GO:0030036	actin cytoskeleton organization	0.00142597669736301	BP
1278	2.47483740932085e-4	3	34	GO:0071322	cellular response to carbohydrate stimulus	0.00143617507691158	BP
-615	2.48610076569111e-4	5	149	GO:0046395;GO:0016054	carboxylic acid catabolic process	0.00143898338892715	BP
1044	2.49647259898068e-4	5	51	GO:0002429	immune response-activating cell surface receptor signaling pathway	0.00144126253137029	BP
1076	2.50358261067966e-4	4	48	GO:0002709	regulation of T cell mediated immunity	0.00144165168327055	BP
939	2.5296862548677e-4	2	63	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	0.00145294800279581	BP
623	2.65274849402108e-4	2	144	GO:1902532	negative regulation of intracellular signal transduction	0.00151973315258497	BP
-1001	2.67885656862682e-4	2	55	GO:0051053	negative regulation of DNA metabolic process	0.00153077518207247	BP
481	2.68590285083899e-4	2	245	GO:0071900	regulation of protein serine/threonine kinase activity	0.00153089628139423	BP
453	2.72469322520639e-4	2	277	GO:0001667	ameboidal-type cell migration	0.00154906416864526	BP
323	2.79128896621651e-4	2	568	GO:0051241	negative regulation of multicellular organismal process	0.00158290817324683	BP
620	2.82848430370112e-4	3	144	GO:0032869	cellular response to insulin stimulus	0.00159995071724508	BP
-1167	2.84580537486864e-4	5	40	GO:0006026	aminoglycan catabolic process	0.00160569371277223	BP
-994	2.93428566761789e-4	2	55	GO:0065004	protein-DNA complex assembly	0.00165145726016685	BP
-1052	2.96985748199452e-4	2	49	GO:0007478	leg disc morphogenesis	0.00166728841094429	BP
796	2.98097613187325e-4	2	86	GO:0030308	negative regulation of cell growth	0.00166934663384902	BP
753	3.02604738851432e-4	2	96	GO:0007265	Ras protein signal transduction	0.00169036063597807	BP
-1259	3.06982610574297e-4	2	34	GO:0042558	pteridine-containing compound metabolic process	0.0017044571997678	BP
-452	3.07410629980017e-4	6	273	GO:0010948	negative regulation of cell cycle process	0.0017044571997678	BP
1191	3.07411030672407e-4	4	38	GO:0030952	establishment or maintenance of cytoskeleton polarity	0.0017044571997678	BP
-1185	3.28184454276536e-4	4	38	GO:0001504	neurotransmitter uptake	0.0018151436483443	BP
673	3.29421730009439e-4	2	119	GO:0034330	cell junction organization	0.00181749920005208	BP
-1310	3.33638712860159e-4	4	31	GO:2000826	regulation of heart morphogenesis	0.00183624254743675	BP
-1152	3.39900096722341e-4	3	40	GO:0050885	neuromuscular process controlling balance	0.00186426135081835	BP
855	3.40394148430672e-4	2	73	GO:0051443	positive regulation of ubiquitin-protein transferase activity	0.00186426135081835	BP
883	3.53488186813724e-4	5	68	GO:0010506	regulation of autophagy	0.00193125253283596	BP
1121	3.55219978210909e-4	3	42	GO:0050852	T cell receptor signaling pathway	0.00193599209535873	BP
-1120	3.58024781011975e-4	4	42	GO:0070192	chromosome organization involved in meiotic cell cycle	0.00194654249870588	BP
404	3.64376969859119e-4	2	336	GO:0010942	positive regulation of cell death	0.00197628187042234	BP
806	3.75036206334096e-4	6	81	GO:0031397	negative regulation of protein ubiquitination	0.00202918140625211	BP
-346	3.80403427399439e-4	4	464	GO:0010564	regulation of cell cycle process	0.00205326187319215	BP
758	4.01082558141556e-4	4	91	GO:0009743	response to carbohydrate	0.00215967531306992	BP
333	4.03573650104237e-4	3	501	GO:0007409	axonogenesis	0.0021678776408477	BP
417	4.13554879022873e-4	2	309	GO:0006518	peptide metabolic process	0.00221617925600774	BP
386	4.15254709611845e-4	3	363	GO:0032880	regulation of protein localization	0.00221770333691233	BP
842	4.15819375671062e-4	2	73	GO:0002703	regulation of leukocyte mediated immunity	0.00221770333691233	BP
-1133	4.2590363672856e-4	2	40	GO:0072527	pyrimidine-containing compound metabolic process	0.00226609060872203	BP
650	4.2711337297204e-4	3	123	GO:0042594	response to starvation	0.00226714207454353	BP
-846	4.31280313099139e-4	2	72	GO:0071466	cellular response to xenobiotic stimulus	0.00228384846652972	BP
353	4.33526254789487e-4	3	436	GO:0051960	regulation of nervous system development	0.00229032738379352	BP
688	4.41493069269356e-4	2	109	GO:0031669	cellular response to nutrient levels	0.00232692817685496	BP
891	4.68810561297649e-4	3	64	GO:0002274	myeloid leukocyte activation	0.00246510717677637	BP
-306	4.78576666091256e-4	2	585	GO:0017144	drug metabolic process	0.00251056611720003	BP
-672	4.79865298745313e-4	2	113	GO:0015850	organic hydroxy compound transport	0.00251144455418108	BP
567	4.88148723621259e-4	2	159	GO:0008038	neuron recognition	0.00254884182030681	BP
488	4.93587458510439e-4	4	216	GO:0016331	morphogenesis of embryonic epithelium	0.00257124629549624	BP
-798	5.10446809561324e-4	2	79	GO:0071824	protein-DNA complex subunit organization	0.00265290221210526	BP
394	5.132909753147e-4	2	336	GO:0032940	secretion by cell	0.00266150876089104	BP
292	5.16933534871995e-4	2	640	GO:0016310	phosphorylation	0.00267420581550409	BP
1009	5.21300429843975e-4	-1	49	GO:0006987	obsolete activation of signaling protein activity involved in unfolded protein response	0.00269058286371084	BP
390	5.28862701591735e-4	4	341	GO:0050767	regulation of neurogenesis	0.00272333896911606	BP
1158	5.36174161969369e-4	2	37	GO:0002763	positive regulation of myeloid leukocyte differentiation	0.00275465624498024	BP
